OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500532,Quality Control Sample-Field Replicate,Water,Surface Water,2015-09-09,14:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Not determined,Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,44000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,1:100,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500532,Quality Control Sample-Field Replicate,Water,Surface Water,2015-09-09,14:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Not determined,Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,1:100,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,240000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500429,Sample-Routine,Water,Surface Water,2015-01-20,11:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,34,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500429,Sample-Routine,Water,Surface Water,2015-01-20,11:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Total Coliform,Total,2400,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500684,Sample-Routine,Water,Surface Water,2015-07-28,21:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,Not determined,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,1000000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,1:1000,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500684,Sample-Routine,Water,Surface Water,2015-07-28,21:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,Not determined,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,1:1000,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,2400000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500621,Sample-Routine,Water,Surface Water,2015-07-28,20:45:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313148111011101,,,Rising stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,1600000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,1:1000,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500621,Sample-Routine,Water,Surface Water,2015-07-28,20:45:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313148111011101,,,Rising stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,1:1000,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,2400000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500451,Sample-Routine,Water,Surface Water,2015-07-02,00:36:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Rising stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,220000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,1:1000,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500451,Sample-Routine,Water,Surface Water,2015-07-02,00:36:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Rising stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,1:1000,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,2400000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500596,Sample-Routine,Water,Surface Water,2015-01-20,15:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312843111000201,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,5,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500596,Sample-Routine,Water,Surface Water,2015-01-20,15:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312843111000201,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500771,Quality Control Sample-Field Replicate,Water,Surface Water,2015-09-24,07:35:00,MST,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-313854111025701,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,2400,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500771,Quality Control Sample-Field Replicate,Water,Surface Water,2015-09-24,07:35:00,MST,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-313854111025701,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,,,,,,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500344,Sample-Routine,Water,Surface Water,2015-07-01,17:43:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,"""dilution 1:1,000""",,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,1100000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500344,Sample-Routine,Water,Surface Water,2015-07-01,17:43:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,"""dilution 1:1,000""",,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,2400000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500408,Sample-Routine,Water,Surface Water,2015-09-21,19:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,"""dilution 1:1,000""",,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,170000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500408,Sample-Routine,Water,Surface Water,2015-09-21,19:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,"""dilution 1:1,000""",,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,2400000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600105,Sample-Routine,Water,Surface Water,2015-11-19,10:25:00,MST,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-312551110573901,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,82,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600105,Sample-Routine,Water,Surface Water,2015-11-19,10:25:00,MST,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-312551110573901,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,,,,,,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500638,Quality Control Sample-Field Replicate,Water,Surface Water,2015-03-11,14:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,18,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500638,Quality Control Sample-Field Replicate,Water,Surface Water,2015-03-11,14:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500569,Sample-Routine,Water,Surface Water,2015-09-22,05:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Not determined,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,120000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,1:1000,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500569,Sample-Routine,Water,Surface Water,2015-09-22,05:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Not determined,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Total Coliform,Total,1300000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,1:1000,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500399,Sample-Routine,Water,Surface Water,2015-09-21,12:08:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,"""dilution 1:1,000""",,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,490000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500399,Sample-Routine,Water,Surface Water,2015-09-21,12:08:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,"""dilution 1:1,000""",,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,2400000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500399,Sample-Routine,Water,Surface Water,2015-09-21,12:08:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,"""dilution 1:1,000""",,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Enterococcus,,260000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,99601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC06,USGS,"Enterococci,EnterolertQuantitray",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500564,Sample-Routine,Water,Surface Water,2015-09-22,00:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Not determined,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,210000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,1:1000,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500564,Sample-Routine,Water,Surface Water,2015-09-22,00:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Not determined,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Total Coliform,Total,2000000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,1:1000,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500419,Sample-Routine,Water,Surface Water,2015-09-22,04:32:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,"""dilution 1:1,000""",,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,170000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500419,Sample-Routine,Water,Surface Water,2015-09-22,04:32:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,"""dilution 1:1,000""",,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Total Coliform,Total,2400000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
