OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500596,Sample-Routine,Water,Surface Water,1/20/2015,15:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312843111000201,,,,Not determined,Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103129883,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500771,Quality Control Sample-Field Replicate,Water,Surface Water,9/24/2015,7:35:00,MST,,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-313854111025701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581344,,,Escherichia coli,,2400,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500771,Quality Control Sample-Field Replicate,Water,Surface Water,9/24/2015,7:35:00,MST,,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-313854111025701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581345,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500344,Sample-Routine,Water,Surface Water,7/1/2015,17:43:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222309,,,Escherichia coli,,1100000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500344,Sample-Routine,Water,Surface Water,7/1/2015,17:43:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222310,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500408,Sample-Routine,Water,Surface Water,9/21/2015,19:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222680,,,Escherichia coli,,170000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500408,Sample-Routine,Water,Surface Water,9/21/2015,19:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222681,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600105,Sample-Routine,Water,Surface Water,11/19/2015,10:25:00,MST,,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-312551110573901,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581575,,,Escherichia coli,,82,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600105,Sample-Routine,Water,Surface Water,11/19/2015,10:25:00,MST,,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-312551110573901,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581576,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500638,Quality Control Sample-Field Replicate,Water,Surface Water,3/11/2015,14:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149618,,,Escherichia coli,,18,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500638,Quality Control Sample-Field Replicate,Water,Surface Water,3/11/2015,14:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149619,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500569,Sample-Routine,Water,Surface Water,9/22/2015,5:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084545,,,Escherichia coli,,120000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500569,Sample-Routine,Water,Surface Water,9/22/2015,5:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084546,,,Total Coliform,Total,1300000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500399,Sample-Routine,Water,Surface Water,9/21/2015,12:08:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222627,,,Escherichia coli,,490000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500399,Sample-Routine,Water,Surface Water,9/21/2015,12:08:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222628,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500399,Sample-Routine,Water,Surface Water,9/21/2015,12:08:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222632,,,Enterococcus,,260000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,99601,,,,,,,,,BAC06,USGS,"Enterococci,EnterolertQuantitray",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500564,Sample-Routine,Water,Surface Water,9/22/2015,0:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084495,,,Escherichia coli,,210000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500564,Sample-Routine,Water,Surface Water,9/22/2015,0:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084496,,,Total Coliform,Total,2000000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500419,Sample-Routine,Water,Surface Water,9/22/2015,4:32:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222734,,,Escherichia coli,,170000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500419,Sample-Routine,Water,Surface Water,9/22/2015,4:32:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222735,,,Total Coliform,Total,2400000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500479,Sample-Routine,Water,Surface Water,7/24/2015,22:53:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083574,,,Escherichia coli,,770000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500479,Sample-Routine,Water,Surface Water,7/24/2015,22:53:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083575,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500759,Sample-Routine,Water,Surface Water,4/1/2015,14:51:00,MST,,,,,,,,,,,,,,U.S. National Park Service,USGS-313343110024701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581183,,,Escherichia coli,,31,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500363,Quality Control Sample-Field Replicate,Water,Surface Water,7/28/2015,17:56:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222424,,,Escherichia coli,,1700000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500363,Quality Control Sample-Field Replicate,Water,Surface Water,7/28/2015,17:56:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222425,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500340,Sample-Routine,Water,Hyporheic zone,4/3/2015,11:50:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,,"Stable, normal stage",Routine sample,,,4080,USGS parameter code 82398,Peristaltic pump,,Peristaltic pump,NWIS-102222261,,,Escherichia coli,,220,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500340,Sample-Routine,Water,Hyporheic zone,4/3/2015,11:50:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,,"Stable, normal stage",Routine sample,,,4080,USGS parameter code 82398,Peristaltic pump,,Peristaltic pump,NWIS-102222262,,,Total Coliform,Total,1400,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500546,Sample-Routine,Water,Surface Water,9/21/2015,14:40:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084297,,,Escherichia coli,,550000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500546,Sample-Routine,Water,Surface Water,9/21/2015,14:40:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084298,,,Total Coliform,Total,2400000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500597,Sample-Routine,Water,Surface Water,7/28/2015,23:45:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103139741,,,Escherichia coli,,770000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500597,Sample-Routine,Water,Surface Water,7/28/2015,23:45:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103139742,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500434,Quality Control Sample-Field Replicate,Water,Surface Water,2/2/2015,15:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083134,,,Escherichia coli,,1100,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.111111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500434,Quality Control Sample-Field Replicate,Water,Surface Water,2/2/2015,15:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083135,,,Total Coliform,Total,19000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.111111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600094,Sample-Routine,Water,Surface Water,10/28/2015,16:00:00,MST,,,,,,,,,,,,,,U.S. National Park Service,USGS-313343110024701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581425,,,Escherichia coli,,170,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600094,Sample-Routine,Water,Surface Water,10/28/2015,16:00:00,MST,,,,,,,,,,,,,,U.S. National Park Service,USGS-313343110024701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581426,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500460,Sample-Routine,Water,Surface Water,7/12/2015,23:05:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083375,,,Escherichia coli,,730000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500460,Sample-Routine,Water,Surface Water,7/12/2015,23:05:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083376,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500562,Sample-Routine,Water,Surface Water,9/21/2015,22:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084475,,,Escherichia coli,,190000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500562,Sample-Routine,Water,Surface Water,9/21/2015,22:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084476,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600111,Quality Control Sample-Field Replicate,Water,Surface Water,12/28/2015,8:06:00,MST,,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-313854111025701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581661,,,Escherichia coli,,490,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500372,Sample-Routine,Water,Surface Water,7/30/2015,20:21:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222482,,,Escherichia coli,,2400000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
